股票代码,股票名称,所属板块,概念列表,热点标签
000564,供销大集,商贸零售,,商贸零售
000565,渝三峡Ａ,化学制品,,化工
000566,海南海药,化学制剂,,化工
000567,海德股份,非银金融,,非银金融
000568,泸州老窖,白酒Ⅲ,,白酒Ⅲ
000570,苏常柴Ａ,汽车,,汽车
000571,新大洲A,煤炭开采,,煤炭开采
000572,海马汽车,乘用车,,汽车
000573,粤宏远Ａ,房地产,,房地产
000576,甘化科工,国防军工,,军工
000581,威孚高科,汽车,,汽车
000582,北部湾港,港口,,港口
000586,汇源通信,通信,,通信
000589,贵州轮胎,汽车,,汽车
000590,古汉医药,中药Ⅱ,,医药
000591,太阳能,公用事业,,新能源
000592,平潭发展,农林牧渔,,农林牧渔
000593,德龙汇能,燃气Ⅲ,,燃气Ⅲ
000596,古井贡酒,白酒Ⅲ,,白酒Ⅲ
000597,东北制药,化学制剂,,化工
000598,兴蓉环境,环境治理,,环境治理
000599,青岛双星,汽车,,汽车
000600,建投能源,公用事业,,公用事业
000601,韶能股份,公用事业,,公用事业
000603,盛达资源,贵金属,,黄金
000605,渤海股份,环境治理,,环境治理
000607,华媒控股,广告营销,,传媒
000612,焦作万方,铝,,有色金属
000617,中油资本,金融控股,,金融控股
000619,海螺新材,建筑材料,,建筑材料
000620,盈新发展,房地产,,房地产
000623,吉林敖东,中药Ⅱ,,医药
000625,长安汽车,乘用车,,汽车
000626,远大控股,物流,,物流
000628,高新发展,房屋建设Ⅱ,,房屋建设Ⅱ
000629,钒钛股份,钢铁,,钢铁
000630,铜陵有色,铜,,有色金属
000631,顺发恒能,其他能源发电,,其他能源发电
000633,合金投资,金属新材料,,化工
000635,英 力 特,化学原料,,化工
000636,风华高科,被动元件,,被动元件
000637,茂化实华,石油石化,,石油石化
000650,仁和药业,中药Ⅱ,,医药
000651,格力电器,空调,,空调
000652,泰达股份,综合,,综合
000655,金岭矿业,钢铁,,钢铁
000657,中钨高新,钨,,有色金属
000659,珠海中富,轻工制造,,轻工制造
000661,长春高新,未知,,未归类
000663,永安林业,农林牧渔,,农林牧渔
000665,湖北广电,电视广播Ⅲ,,电视广播Ⅲ
000670,盈方微,其他电子Ⅲ,,其他电子Ⅲ
000672,上峰水泥,建筑材料,,建筑材料
000676,智度股份,营销代理,,营销代理
000678,襄阳轴承,汽车,,汽车
000679,大连友谊,商贸零售,,商贸零售
000680,山推股份,工程机械整机,,工程机械整机
000681,视觉中国,传媒,,传媒
000682,东方电子,电网自动化设备,,机器人；电力
000683,博源化工,化学原料,,化工
000685,中山公用,环境治理,,环境治理
000686,东北证券,非银金融,,非银金融
000688,国城矿业,铅锌,,有色金属
000690,宝新能源,公用事业,,新能源
000692,惠天热电,公用事业,,公用事业
000695,滨海能源,电池化学品,,锂电池；化工
000697,炼石航空,国防军工,,军工
000700,模塑科技,车身附件及饰件,,车身附件及饰件
000701,厦门信达,商贸零售,,商贸零售
000702,正虹科技,畜禽饲料,,畜禽饲料
000703,恒逸石化,石油石化,,石油石化
000705,浙江震元,医药流通,,医药
000707,双环科技,化学原料,,化工
000708,中信特钢,特钢Ⅱ,,特钢Ⅱ
000709,河钢股份,钢铁,,钢铁
000710,贝瑞基因,诊断服务,,诊断服务
000712,锦龙股份,非银金融,,非银金融
000713,国投丰乐,农林牧渔,,农林牧渔
000715,中兴商业,商贸零售,,商贸零售
000716,黑芝麻,食品饮料,,食品饮料
000717,中南股份,钢铁,,钢铁
000718,苏宁环球,房地产,,房地产
000719,中原传媒,大众出版,,传媒
000720,新能泰山,电网设备,,电力
000721,西安饮食,餐饮,,餐饮
000722,湖南发展,公用事业,,公用事业
000723,美锦能源,未知,,未归类
000725,京东方Ａ,面板,,面板
000726,鲁 泰Ａ,纺织制造,,纺织制造
000727,冠捷科技,面板,,面板
000728,国元证券,非银金融,,非银金融
000729,燕京啤酒,食品饮料,,食品饮料
000731,四川美丰,农化制品,,农化制品
000733,振华科技,国防军工,,军工
000735,罗 牛 山,养殖业,,养殖业
000737,北方铜业,铜,,有色金属
000738,航发控制,国防军工,,军工
000739,普洛药业,化学制药,,化工
000750,国海证券,非银金融,,非银金融
000751,锌业股份,铅锌,,有色金属
000753,漳州发展,综合,,综合
000755,山西高速,未知,,未归类
000756,新华制药,化学制剂,,化工
000757,浩物股份,汽车综合服务,,汽车
000758,中色股份,铅锌,,有色金属
000759,中百集团,商贸零售,,商贸零售
000761,本钢板材,钢铁,,钢铁
000762,西藏矿业,能源金属,,能源金属
000766,通化金马,化学制剂,,化工
000767,晋控电力,公用事业,,电力
000768,中航西飞,国防军工,,军工
000776,广发证券,非银金融,,非银金融
000777,中核科技,通用设备,,通用设备
000778,新兴铸管,钢铁,,钢铁
000779,甘咨询,建筑装饰,,建筑装饰
000782,恒申新材,锦纶,,锦纶
000783,长江证券,非银金融,,非银金融
000785,居然智家,商贸零售,,商贸零售
000786,北新建材,建筑材料,,建筑材料
000788,北大医药,化学制剂,,化工；医药
000789,万年青,建筑材料,,建筑材料
000790,华神科技,中药Ⅱ,,医药
000791,甘肃能源,公用事业,,公用事业
000792,盐湖股份,农化制品,,农化制品
000795,英洛华,磁性材料,,磁性材料
000796,凯撒旅业,旅游综合,,旅游综合
000797,中国武夷,房地产,,房地产
000798,中水渔业,渔业,,渔业
000799,酒鬼酒,白酒Ⅲ,,白酒Ⅲ
000800,一汽解放,商用车,,商用车
000801,四川九洲,其他黑色家电,,其他黑色家电
000802,北京文化,传媒,,传媒
000803,山高环能,公用事业,,公用事业
000807,云铝股份,铝,,有色金属
000809,和展能源,风电设备,,新能源
000810,创维数字,其他黑色家电,,其他黑色家电
000811,冰轮环境,通用设备,,通用设备
000812,陕西金叶,纸包装,,纸包装
000813,德展健康,化学制剂,,化工
000815,美利云,IT服务Ⅲ,,IT服务Ⅲ
000816,智慧农业,汽车,,汽车
000818,航锦科技,化学原料,,化工
000819,岳阳兴长,石油石化,,石油石化
000822,山东海化,化学原料,,化工
000823,超声电子,印制电路板,,印制电路板
000825,太钢不锈,特钢Ⅱ,,特钢Ⅱ
000828,东莞控股,未知,,未归类
000829,天音控股,专业连锁Ⅱ,,专业连锁Ⅱ
000830,鲁西化工,煤化工,,化工
000831,中国稀土,稀土,,有色金属
000833,粤桂股份,综合,,综合
000837,秦川机床,机床工具,,机床工具
000839,国安股份,通信服务,,通信
000848,承德露露,食品饮料,,食品饮料
000850,华茂股份,纺织制造,,纺织制造
000852,石化机械,能源及重型设备,,能源及重型设备
000856,冀东装备,未知,,未归类
000858,五 粮 液,白酒Ⅲ,,白酒Ⅲ
000859,国风新材,膜材料,,膜材料
000860,顺鑫农业,白酒Ⅲ,,白酒Ⅲ
000862,银星能源,公用事业,,公用事业
000863,三湘印象,房地产,,房地产
000868,安凯客车,商用车,,商用车
000869,张 裕Ａ,食品饮料,,食品饮料
000875,电投绿能,公用事业,,公用事业
000876,新 希 望,养殖业,,养殖业
000877,天山股份,建筑材料,,建筑材料
000878,云南铜业,铜,,有色金属
000880,潍柴重机,汽车,,汽车
000881,中广核技,其他化学制品,,化工
000882,华联股份,商贸零售,,商贸零售
000883,湖北能源,公用事业,,公用事业
000885,城发环境,环境治理,,环境治理
000886,海南高速,未知,,未归类
000887,中鼎股份,其他汽车零部件,,汽车
000888,峨眉山Ａ,旅游及景区,,旅游及景区
000889,中嘉博创,通信工程及服务,,通信
000890,法尔胜,环保设备Ⅱ,,环保设备Ⅱ
000892,欢瑞世纪,传媒,,传媒
000893,亚钾国际,农化制品,,农化制品
000895,双汇发展,肉制品,,肉制品
000897,津滨发展,房地产,,房地产
000898,鞍钢股份,钢铁,,钢铁
000899,赣能股份,公用事业,,公用事业
000900,现代投资,未知,,未归类
000901,航天科技,汽车电子电气系统,,军工；汽车
000902,新洋丰,农化制品,,农化制品
000905,厦门港务,港口,,港口
000906,浙商中拓,物流,,物流
000910,大亚圣象,轻工制造,,轻工制造
000912,泸天化,农化制品,,农化制品
000913,钱江摩托,汽车,,汽车
000915,华特达因,化学制剂,,化工
000917,电广传媒,电视广播Ⅲ,,传媒
000919,金陵药业,化学制剂,,化工
000920,沃顿科技,膜材料,,膜材料
000921,海信家电,空调,,空调
000922,佳电股份,电机Ⅱ,,机器人
000923,河钢资源,钢铁,,钢铁
000925,众合科技,轨交设备Ⅱ,,轨交设备Ⅱ
000926,福星股份,房地产,,房地产
000927,中国铁物,轨交设备Ⅱ,,轨交设备Ⅱ
000928,中钢国际,专业工程,,专业工程
000930,中粮科技,农林牧渔,,农林牧渔
000931,中 关 村,化学制剂,,化工
000932,华菱钢铁,钢铁,,钢铁
000933,神火股份,铝,,有色金属
000935,四川双马,非银金融,,非银金融
000936,华西股份,化学纤维,,化工
000937,冀中能源,煤炭开采,,煤炭开采
000938,紫光股份,IT服务Ⅲ,,IT服务Ⅲ
000948,南天信息,软件开发,,软件
000949,新乡化纤,化学纤维,,化工
000950,重药控股,医药流通,,医药
000951,中国重汽,商用车,,商用车
000952,广济药业,化学制药,,化工
000953,河化股份,化学制药,,化工
000955,欣龙控股,其他纺织,,其他纺织
000957,中通客车,商用车,,商用车
000958,电投产融,公用事业,,公用事业
000959,首钢股份,钢铁,,钢铁
000960,锡业股份,未知,,有色金属
000962,东方钽业,未知,,未归类
000963,华东医药,化学制剂,,化工；医药
000965,天保基建,房地产,,房地产
000966,长源电力,公用事业,,电力
000967,盈峰环境,环保设备Ⅱ,,环保设备Ⅱ
000968,蓝焰控股,油气开采Ⅱ,,油气开采Ⅱ
000969,安泰科技,金属新材料,,化工
000970,中科三环,磁性材料,,磁性材料
000973,佛塑科技,膜材料,,膜材料
000975,山金国际,黄金,,黄金
000977,浪潮信息,其他计算机设备,,其他计算机设备
000978,桂林旅游,旅游及景区,,旅游及景区
000980,众泰汽车,汽车电子电气系统,,汽车
000981,山子高科,汽车,,汽车
000983,山西焦煤,煤炭开采,,煤炭开采
000985,大庆华科,石油石化,,石油石化
000987,越秀资本,金融控股,,金融控股
000988,华工科技,自动化设备,,机器人
000989,九芝堂,中药Ⅱ,,医药
000990,诚志股份,煤化工,,化工
000993,闽东电力,公用事业,,电力
000995,皇台酒业,白酒Ⅲ,,白酒Ⅲ
000997,新 大 陆,其他计算机设备,,其他计算机设备
000998,隆平高科,农林牧渔,,农林牧渔
000999,华润三九,中药Ⅱ,,医药
001201,东瑞股份,养殖业,,养殖业
001202,炬申股份,物流,,物流
001203,大中矿业,钢铁,,钢铁
001205,盛航股份,未知,,未归类
001206,依依股份,生活用纸,,生活用纸
001207,联科科技,橡胶,,化工
001208,华菱线缆,电网设备,,电力
001209,洪兴股份,非运动服装,,非运动服装
001210,金房能源,公用事业,,公用事业
001211,双枪科技,轻工制造,,轻工制造
001212,中旗新材,建筑材料,,建筑材料
001213,中铁特货,未知,,未归类
001215,千味央厨,预加工食品,,预加工食品
001216,华瓷股份,轻工制造,,轻工制造
001217,华尔泰,其他化学原料,,化工
001218,丽臣实业,其他化学制品,,化工
001219,青岛食品,食品饮料,,食品饮料
001220,世盟股份,物流,,物流
001221,悍高集团,轻工制造,,轻工制造
001222,源飞宠物,文娱用品,,文娱用品
001223,欧克科技,自动化设备,,机器人
001225,和泰机电,能源及重型设备,,能源及重型设备
001226,拓山重工,工程机械,,工程机械
001227,兰州银行,城商行Ⅲ,,城商行Ⅲ
001228,永泰运,物流,,物流
001229,魅视科技,其他计算机设备,,其他计算机设备
001230,劲旅环境,环境治理,,环境治理
001231,农心科技,农药,,化工
001233,海安集团,汽车,,汽车
001234,泰慕士,纺织服饰,,纺织服饰
001236,弘业期货,期货,,期货
001238,浙江正特,文娱用品,,文娱用品
001239,永达股份,工程机械,,工程机械
001255,博菲电气,合成树脂,,合成树脂
001256,炜冈科技,未知,,未归类
001257,盛龙股份,未知,,未归类
001258,立新能源,公用事业,,新能源
001259,利仁科技,小家电,,小家电
001260,坤泰股份,车身附件及饰件,,车身附件及饰件
001266,宏英智能,自动化设备,,机器人
001267,汇绿生态,通信,,通信
001268,联合精密,未知,,未归类
001269,欧晶科技,光伏设备,,新能源
001277,速达股份,能源及重型设备,,能源及重型设备
001278,一彬科技,车身附件及饰件,,车身附件及饰件
001279,强邦新材,印刷,,印刷
001280,中国铀业,未知,,未归类
001282,三联锻造,汽车,,汽车
001283,豪鹏科技,电池,,锂电池
001285,瑞立科密,汽车电子电气系统,,汽车
001286,陕西能源,公用事业,,公用事业
001287,中电港,其他电子Ⅲ,,其他电子Ⅲ
001288,运机集团,能源及重型设备,,能源及重型设备
001289,龙源电力,公用事业,,电力
001296,长江材料,非金属材料Ⅱ,,非金属材料Ⅱ
001298,好上好,其他电子Ⅲ,,其他电子Ⅲ
001299,美能能源,燃气Ⅲ,,燃气Ⅲ
001300,三柏硕,文娱用品,,文娱用品
001301,尚太科技,电池化学品,,锂电池；化工
001306,夏厦精密,通用设备,,通用设备
001308,康冠科技,面板,,面板
001309,德明利,数字芯片设计,,半导体
001311,多利科技,其他汽车零部件,,汽车
001312,福恩股份,其他纺织,,其他纺织
001313,粤海饲料,饲料,,饲料
001314,亿道信息,消费电子,,消费电子
001316,润贝航科,油品石化贸易,,油品石化贸易
001317,三羊马,未知,,未归类
001318,阳光乳业,乳品,,乳品
001319,铭科精技,车身附件及饰件,,车身附件及饰件
001322,箭牌家居,轻工制造,,轻工制造
001323,慕思股份,成品家居,,成品家居
001324,长青科技,轨交设备Ⅱ,,轨交设备Ⅱ
001325,元创股份,橡胶,,化工
001326,联域股份,照明设备Ⅱ,,照明设备Ⅱ
001328,登康口腔,洗护用品,,洗护用品
001330,博纳影业,传媒,,传媒
001331,胜通能源,燃气Ⅲ,,燃气Ⅲ
001332,锡装股份,能源及重型设备,,有色金属
001333,光华股份,合成树脂,,合成树脂
001335,信凯科技,化学制品,,化工
001336,楚环科技,环保设备Ⅱ,,环保设备Ⅱ
001337,四川黄金,黄金,,黄金
001338,永顺泰,农林牧渔,,农林牧渔
001339,智微智能,其他计算机设备,,其他计算机设备
001356,富岭股份,轻工制造,,轻工制造
001358,兴欣新材,其他化学制品,,化工
001359,平安电工,膜材料,,膜材料
001360,南矿集团,能源及重型设备,,能源及重型设备
001366,播恩集团,畜禽饲料,,畜禽饲料
001367,海森药业,化学制药,,化工
001368,通达创智,文娱用品,,文娱用品
001369,双欣材料,化学纤维,,化工
001373,翔腾新材,未知,,未归类
001376,百通能源,公用事业,,公用事业
001378,德冠新材,膜材料,,膜材料
001379,腾达科技,通用设备,,通用设备
001380,华纬科技,汽车,,汽车
001382,新亚电缆,电网设备,,电力
001386,马可波罗,轻工制造,,轻工制造
001387,雪祺电气,白色家电,,白色家电
001388,信通电子,电网自动化设备,,机器人；电力
001389,广合科技,印制电路板,,印制电路板
001390,古麒绒材,其他纺织,,其他纺织
001391,国货航,物流,,物流
001395,亚联机械,未知,,未归类
001396,誉帆科技,建筑装饰,,建筑装饰
001400,江顺科技,未知,,未归类
001696,宗申动力,通用设备,,通用设备
001872,招商港口,港口,,港口
001896,豫能控股,公用事业,,公用事业
001914,招商积余,房地产服务,,房地产服务
001965,招商公路,未知,,未归类
001979,招商蛇口,房地产,,房地产
002001,新 和 成,化学制品,,化工
002003,伟星股份,纺织制造,,纺织制造
002004,华邦健康,化学制剂,,化工
002006,精工科技,未知,,未归类
002007,华兰生物,疫苗,,医药
002008,大族激光,自动化设备,,机器人
002009,天奇股份,未知,,未归类
002010,传化智联,公路货运,,公路货运
002011,盾安环境,未知,,未归类
002012,凯恩股份,造纸,,造纸
002014,永新股份,轻工制造,,轻工制造
002015,协鑫能科,公用事业,,公用事业
002016,世荣兆业,房地产,,房地产
002017,东信和平,通信,,通信
002019,亿帆医药,化学制剂,,化工；医药
002020,京新药业,化学制剂,,化工
002021,中捷资源,纺织服装设备,,纺织服装设备
002022,科华生物,体外诊断,,体外诊断
002023,海特高新,国防军工,,军工
002025,航天电器,国防军工,,军工
002026,山东威达,通用设备,,通用设备
002027,分众传媒,广告营销,,传媒
002028,思源电气,输变电设备,,输变电设备
002029,七 匹 狼,非运动服装,,非运动服装
002030,达安基因,体外诊断,,体外诊断
002031,巨轮智能,未知,,未归类
002032,苏 泊 尔,小家电,,小家电
002033,丽江股份,旅游及景区,,旅游及景区
002034,旺能环境,环境治理,,环境治理
002035,华帝股份,厨房电器,,厨房电器
002036,联创电子,未知,,未归类
002037,保利联合,化学制品,,化工
002038,双鹭药业,化学制剂,,化工
002039,黔源电力,公用事业,,电力
002040,南 京 港,港口,,港口
002041,登海种业,农林牧渔,,农林牧渔
002042,华孚时尚,纺织制造,,纺织制造
002043,兔 宝 宝,建筑材料,,建筑材料
002044,美年健康,医院,,医院
002045,国光电器,消费电子,,消费电子
002046,国机精工,磨具磨料,,磨具磨料
002048,宁波华翔,车身附件及饰件,,车身附件及饰件
002049,紫光国微,数字芯片设计,,半导体
002050,三花智控,未知,,未归类
002051,中工国际,专业工程,,专业工程
002052,同洲电子,其他黑色家电,,其他黑色家电
002053,云南能投,公用事业,,公用事业
002054,德美化工,纺织化学制品,,化工
002056,横店东磁,光伏电池组件,,锂电池；新能源
002057,中钢天源,检测服务,,检测服务
002059,云南旅游,旅游及景区,,旅游及景区
002060,广东建工,公用事业,,公用事业
002061,浙江交科,建筑装饰,,建筑装饰
002062,宏润建设,建筑装饰,,建筑装饰
002063,远光软件,软件开发,,软件
002064,华峰化学,化学纤维,,化工
002065,东华软件,IT服务Ⅲ,,软件
002066,瑞泰科技,建筑材料,,建筑材料
002067,景兴纸业,大宗用纸,,大宗用纸
002068,黑猫股份,橡胶,,化工
002069,獐子岛,水产养殖,,水产养殖
002072,凯瑞德,商贸零售,,商贸零售
002073,软控股份,未知,,未归类
002074,国轩高科,电池,,锂电池
002075,沙钢股份,特钢Ⅱ,,特钢Ⅱ
002077,大港股份,半导体,,半导体
002078,太阳纸业,大宗用纸,,大宗用纸
002079,苏州固锝,电池化学品,,锂电池；化工
002080,中材科技,玻纤制造,,玻纤制造
002081,金 螳 螂,建筑装饰,,建筑装饰
002083,孚日股份,纺织制造,,纺织制造
002084,海鸥住工,轻工制造,,轻工制造
002085,万丰奥威,汽车,,汽车
002086,东方海洋,体外诊断,,体外诊断
002088,鲁阳节能,建筑材料,,建筑材料
002090,金智科技,电网自动化设备,,机器人；电力
002091,江苏国泰,商贸零售,,商贸零售
002092,中泰化学,化学原料,,化工
002093,国脉科技,学历教育,,学历教育
002094,青岛金王,轻工制造,,轻工制造
002095,生 意 宝,传媒,,传媒
002096,易普力,化学制品,,化工
002097,山河智能,工程机械整机,,工程机械整机
002098,浔兴股份,纺织制造,,纺织制造
002099,海翔药业,化学制药,,化工
002100,天康生物,畜禽饲料,,畜禽饲料
002101,广东鸿图,其他汽车零部件,,汽车
002103,广博股份,文娱用品,,文娱用品
002104,恒宝股份,通信,,通信
002105,信隆健康,汽车,,汽车
002106,莱宝高科,面板,,面板
002107,沃华医药,中药Ⅱ,,医药
002108,沧州明珠,塑料,,化工
002110,三钢闽光,钢铁,,钢铁
002111,威海广泰,国防军工,,军工
002112,三变科技,输变电设备,,输变电设备
002114,罗平锌电,铅锌,,有色金属
002115,三维通信,通信工程及服务,,通信
002116,中国海诚,专业工程,,专业工程
002117,东港股份,印刷,,印刷
002119,康强电子,半导体,,半导体
002120,韵达股份,物流,,物流
002121,科陆电子,电网设备,,电力
002123,梦网科技,通信服务,,通信
002124,天邦食品,养殖业,,养殖业
002125,湘潭电化,电池化学品,,锂电池；化工
002126,银轮股份,汽车,,汽车
002127,南极电商,电商服务,,电商服务
002128,电投能源,煤炭开采,,煤炭开采
002129,TCL中环,光伏设备,,新能源
002130,沃尔核材,其他电子Ⅲ,,其他电子Ⅲ
002131,利欧股份,通用设备,,通用设备
002132,恒星科技,通用设备,,通用设备
002133,广宇集团,房地产,,房地产
002134,天津普林,印制电路板,,印制电路板
002135,东南网架,专业工程,,专业工程
002136,安 纳 达,化学原料,,化工
002137,实益达,LED,,LED
002138,顺络电子,被动元件,,被动元件
002139,拓邦股份,消费电子,,消费电子
002140,东华科技,专业工程,,专业工程
002141,贤丰控股,动物保健Ⅱ,,动物保健Ⅱ
002142,宁波银行,城商行Ⅲ,,城商行Ⅲ
002144,宏达高科,其他纺织,,其他纺织
002145,钛能化学,化学原料,,化工
002146,荣盛发展,房地产,,房地产
002148,北纬科技,通信服务,,通信
002149,西部材料,未知,,未归类
002150,正泰电源,通用设备,,通用设备
002151,北斗星通,国防军工,,军工
002152,广电运通,其他计算机设备,,其他计算机设备
002153,石基信息,软件开发,,软件
002154,报 喜 鸟,非运动服装,,非运动服装
002155,湖南黄金,黄金,,黄金
002156,通富微电,半导体,,半导体
002157,正邦科技,养殖业,,养殖业
002158,汉钟精机,通用设备,,通用设备
002159,三特索道,旅游及景区,,旅游及景区
002160,常铝股份,铝,,有色金属
002161,远 望 谷,其他电子Ⅲ,,其他电子Ⅲ
002162,悦心健康,轻工制造,,轻工制造
002163,海南发展,建筑装饰,,建筑装饰
002164,宁波东力,通用设备,,通用设备
002165,红 宝 丽,化学制品,,化工
002166,莱茵生物,化学制品,,化工
002167,东方锆业,未知,,未归类
002169,智光电气,电网自动化设备,,机器人；电力
002170,芭田股份,农化制品,,农化制品
002171,楚江新材,铜,,有色金属
002172,澳洋健康,医院,,医院
002173,创新医疗,医院,,医药
002174,游族网络,游戏Ⅱ,,传媒
002176,江特电机,电机Ⅱ,,机器人
002177,御银股份,其他计算机设备,,其他计算机设备
002178,延华智能,软件开发,,软件
002179,中航光电,国防军工,,军工
002180,奔图科技,其他计算机设备,,其他计算机设备
002181,粤 传 媒,大众出版,,传媒
002182,宝武镁业,未知,,未归类
002183,怡 亚 通,商贸零售,,商贸零售
002184,海得控制,自动化设备,,机器人
002185,华天科技,半导体,,半导体
002186,全 聚 德,餐饮,,餐饮
002187,广百股份,商贸零售,,商贸零售
002188,中天服务,房地产服务,,房地产服务
002189,中光学,国防军工,,军工
002190,成飞集成,其他汽车零部件,,汽车
002191,劲嘉股份,纸包装,,纸包装
002192,融捷股份,能源金属,,能源金属
002194,武汉凡谷,通信,,通信
002195,岩山科技,IT服务Ⅲ,,IT服务Ⅲ
002196,方正电机,电机Ⅱ,,机器人
002197,证通电子,其他计算机设备,,其他计算机设备
002201,九鼎新材,玻纤制造,,玻纤制造
002202,金风科技,风电设备,,新能源
002203,海亮股份,铜,,有色金属
002204,大连重工,能源及重型设备,,能源及重型设备
002205,国统股份,建筑材料,,建筑材料
002206,海 利 得,化学纤维,,化工
002208,合肥城建,房地产,,房地产
002209,达 意 隆,未知,,未归类
002210,飞马国际,环境治理,,环境治理
002212,天融信,横向通用软件,,软件
002213,大为股份,数字芯片设计,,半导体
002215,诺 普 信,农药,,化工
002216,三全食品,预加工食品,,预加工食品
002217,合力泰,面板,,面板
002218,拓日新能,公用事业,,公用事业
002219,新里程,医院,,医院
002221,东华能源,石油石化,,石油石化
002222,福晶科技,未知,,未归类
002223,鱼跃医疗,医疗器械,,医药
002224,三 力 士,橡胶,,化工
002225,濮耐股份,建筑材料,,建筑材料
002226,江南化工,化学制品,,化工
002228,合兴包装,纸包装,,纸包装
002229,鸿博股份,印刷,,印刷
002230,科大讯飞,横向通用软件,,软件
002232,启明信息,IT服务Ⅲ,,IT服务Ⅲ
002233,塔牌集团,建筑材料,,建筑材料
002234,民和股份,养殖业,,养殖业
002235,安妮股份,造纸,,造纸
002236,大华股份,计算机设备,,计算机设备
002237,恒邦股份,黄金,,黄金
002238,天威视讯,电视广播Ⅲ,,电视广播Ⅲ
002239,奥特佳,汽车电子电气系统,,汽车
002240,盛新锂能,能源金属,,能源金属
002241,歌尔股份,消费电子,,消费电子
002242,九阳股份,小家电,,小家电
002243,力合科创,美容护理,,美容护理
002244,滨江集团,房地产,,房地产
002245,蔚蓝锂芯,电池,,锂电池
002246,北化股份,化学制品,,化工
002247,聚力文化,建筑材料,,建筑材料
002248,华东数控,机床工具,,机床工具
002249,大洋电机,电机Ⅱ,,机器人
002250,联化科技,农药,,化工
002251,步步高,商贸零售,,商贸零售
002252,上海莱士,未知,,未归类
002254,泰和新材,化学纤维,,化工
002255,海陆重工,火电设备,,电力
002256,兆新股份,公用事业,,公用事业
002258,利尔化学,农药,,化工
002259,升达林业,燃气Ⅲ,,燃气Ⅲ
002261,拓维信息,软件开发,,软件
002262,恩华药业,化学制剂,,化工
002263,大东南,膜材料,,膜材料
002264,新 华 都,营销代理,,营销代理
002265,建设工业,汽车,,汽车
002266,浙富控股,环境治理,,环境治理
002267,陕天然气,燃气Ⅲ,,燃气Ⅲ
002268,电科网安,其他计算机设备,,其他计算机设备
002269,美邦服饰,非运动服装,,非运动服装
002270,华明装备,输变电设备,,输变电设备
002271,东方雨虹,建筑材料,,建筑材料
002272,川润股份,通用设备,,通用设备
002273,水晶光电,未知,,未归类
002274,华昌化工,煤化工,,化工
002275,桂林三金,中药Ⅱ,,医药
002276,万马股份,电网设备,,电力
002277,友阿股份,商贸零售,,商贸零售
002278,神开股份,能源及重型设备,,能源及重型设备
002279,久其软件,横向通用软件,,软件
002281,光迅科技,通信,,通信
002282,博深股份,磨具磨料,,磨具磨料
002283,天润工业,汽车,,汽车
002284,亚太股份,汽车,,汽车
002285,世联行,房地产服务,,房地产服务
002286,保龄宝,农林牧渔,,农林牧渔
002287,奇正藏药,中药Ⅱ,,医药
002290,禾盛新材,未知,,未归类
002291,遥望科技,营销代理,,营销代理
002292,奥飞娱乐,文娱用品,,文娱用品
002293,罗莱生活,纺织服饰,,纺织服饰
002294,信立泰,化学制剂,,化工
002295,精艺股份,铜,,有色金属
002296,辉煌科技,通信,,通信
002297,博云新材,国防军工,,军工
002298,中电鑫龙,输变电设备,,输变电设备
002299,圣农发展,养殖业,,养殖业
002300,太阳电缆,电网设备,,电力
002301,齐心集团,文娱用品,,文娱用品
002302,西部建设,建筑材料,,建筑材料
002303,美盈森,纸包装,,纸包装
002304,洋河股份,白酒Ⅲ,,白酒Ⅲ
002307,北新路桥,建筑装饰,,建筑装饰
002309,中利集团,光伏电池组件,,锂电池；新能源
002310,东方新能,公用事业,,公用事业
002311,海大集团,饲料,,饲料
002312,川发龙蟒,农化制品,,农化制品
002313,日海智能,通信,,通信
002314,南山控股,房地产,,房地产
002315,焦点科技,互联网电商,,互联网电商
002316,亚联发展,通信工程及服务,,通信
002317,众生药业,中药Ⅱ,,医药
002318,久立特材,特钢Ⅱ,,特钢Ⅱ
002319,乐通股份,化学制品,,化工
002320,海峡股份,未知,,未归类
002321,华英农业,养殖业,,养殖业
002322,理工能科,软件开发,,软件
002324,普利特,塑料,,化工
002326,永太科技,氟化工,,化工
002327,富安娜,纺织服饰,,纺织服饰
002328,新朋股份,其他汽车零部件,,汽车
002329,皇氏集团,乳品,,乳品
002330,得利斯,肉制品,,肉制品
002331,皖通科技,IT服务Ⅲ,,IT服务Ⅲ
002332,仙琚制药,化学制药,,化工
002333,罗普斯金,建筑材料,,建筑材料
002334,英威腾,自动化设备,,机器人
002335,科华数据,其他电源设备Ⅱ,,其他电源设备Ⅱ
002337,赛象科技,未知,,未归类
002338,奥普光电,国防军工,,军工
002339,积成电子,电网自动化设备,,机器人；电力
002340,格林美,电池化学品,,锂电池；化工
002342,巨力索具,通用设备,,通用设备
002343,慈文传媒,传媒,,传媒
002344,海宁皮城,商贸零售,,商贸零售
002345,潮宏基,钟表珠宝,,钟表珠宝
002346,柘中股份,配电设备,,配电设备
002347,泰尔股份,通用设备,,通用设备
002348,高乐股份,文娱用品,,文娱用品
002349,精华制药,中药Ⅱ,,医药
002350,北京科锐,配电设备,,配电设备
002351,漫步者,消费电子,,消费电子
002352,顺丰控股,物流,,物流
002353,杰瑞股份,能源及重型设备,,能源及重型设备
002354,天娱数科,营销代理,,营销代理
002355,兴民智通,汽车,,汽车
